# size	norm
3	0.000000000000018
4	0.000000000000052
5	0.000000000000057
6	0.000000000000173
7	0.000000000000159
8	0.000000000000242
9	0.000000000000369
10	0.000000000000458
11	0.000000000000628
12	0.000000000000635
13	0.000000000001152
14	0.000000000001234
15	0.000000000001431
16	0.000000000001399
17	0.000000000002115
18	0.000000000002105
19	0.000000000002274
20	0.000000000002719
