# size	norm
3	0.000000000000012
4	0.000000000000028
5	0.000000000000032
6	0.000000000000082
7	0.000000000000069
8	0.000000000000112
9	0.000000000000143
10	0.000000000000176
11	0.000000000000225
12	0.000000000000234
13	0.000000000000389
14	0.000000000000402
15	0.000000000000463
16	0.000000000000432
17	0.000000000000599
18	0.000000000000605
19	0.000000000000654
20	0.000000000000728
